Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
774,Wonder-luxe-multicook-1.2L-Kettle-Red,09-02-2021 13:01:15,Reduce Stock,All defective,,3,4,1,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
775,Won-Gra-Alu-Non-Cass-wid-lid-24cm,09-02-2021 13:01:15,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
776,Won-Ele-Dos-Mak-Dou-Sid,09-02-2021 13:01:15,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
777,Wond-Deep-Pocket-830-Sandwich-Wht-Purple,09-02-2021 13:01:15,Reduce Stock,All defective,,3,4,1,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
778,Wonder-Prato-electric-Rice-Cooker-1L,09-02-2021 13:01:15,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
779,UI-K2A1-GKRP,09-02-2021 13:01:16,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
780,DU-7U7M-6WXG,09-02-2021 13:01:16,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
781,Wond Nutri 400 3 Jars Red,09-02-2021 13:01:16,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
782,4H-0SN7-8R6S,09-02-2021 13:01:16,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
783,Won-Nut-bln-Com-Fod-red,09-02-2021 13:01:16,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
784,Won-Gla-Frn-prs-Blk,09-02-2021 13:01:16,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
785,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 13:01:16,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
786,786-97,09-02-2021 13:01:16,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
787,Wond-Nutri-CKM-3Jar-Red,09-02-2021 13:01:16,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
788,Wond-Nutri-Blend-CKM-Blk,09-02-2021 13:01:16,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003548,Stock reduced for shipped order Offline Sale00003548,akshayjoshi5423@gmail.com
789,Kemei-Trimm-Gld-Blk,09-02-2021 13:11:14,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003549,Stock blocked for new order Offline Sale00003549,akshayjoshi5423@gmail.com
790,Kemei-Trimm-Gld-Blk,09-02-2021 13:11:53,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003549,Stock reduced for shipped order Offline Sale00003549,akshayjoshi5423@gmail.com
791,Sujata Supermix,09-02-2021 13:23:57,Stock Blocked,All defective,,3,3,3,0,0,Order,Offline Sale00003550,Stock blocked for new order Offline Sale00003550,akshayjoshi5423@gmail.com
792,Sujata-Powermatic-Plus-CH-900-WH,09-02-2021 13:23:57,Stock Blocked,All defective,,7,7,7,0,0,Order,Offline Sale00003550,Stock blocked for new order Offline Sale00003550,akshayjoshi5423@gmail.com
793,Sujata Supermix,09-02-2021 13:24:30,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003550,Stock reduced for shipped order Offline Sale00003550,akshayjoshi5423@gmail.com
794,Sujata-Powermatic-Plus-CH-900-WH,09-02-2021 13:24:30,Reduce Stock,All defective,,7,7,0,0,0,Order,Offline Sale00003550,Stock reduced for shipped order Offline Sale00003550,akshayjoshi5423@gmail.com
795,BAJ-MIX-GRD-REX-500W,09-02-2021 13:30:20,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,31,31,Order,OD120973101370933000/12097310137093300,Stock blocked for new order OD120973101370933000/12097310137093300,
796,Sam-Gal-M11-Voi-4+64gb,09-02-2021 13:43:44,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003551,Stock blocked for new order Offline Sale00003551,akshayjoshi5423@gmail.com
797,Sam-Gal-S-20-FE-Clo-Min-8-128-Gb,09-02-2021 13:43:44,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003551,Stock blocked for new order Offline Sale00003551,akshayjoshi5423@gmail.com
798,1171,09-02-2021 13:43:44,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003551,Stock blocked for new order Offline Sale00003551,akshayjoshi5423@gmail.com
799,Sam-Gal-M11-Voi-4+64gb,09-02-2021 13:44:21,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003551,Stock reduced for shipped order Offline Sale00003551,akshayjoshi5423@gmail.com
800,1171,09-02-2021 13:44:21,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003551,Stock reduced for shipped order Offline Sale00003551,akshayjoshi5423@gmail.com
801,Sam-Gal-S-20-FE-Clo-Min-8-128-Gb,09-02-2021 13:44:21,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003551,Stock reduced for shipped order Offline Sale00003551,akshayjoshi5423@gmail.com
802,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 13:50:06,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19512,Stock added for grn GRN19512,akshayjoshi5423@gmail.com
803,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 13:50:06,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19512,Stock added for grn GRN19512,akshayjoshi5423@gmail.com
804,41949,09-02-2021 13:50:06,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19512,Stock added for grn GRN19512,akshayjoshi5423@gmail.com
805,X001A92FBP,09-02-2021 13:50:06,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19512,Stock added for grn GRN19512,akshayjoshi5423@gmail.com
806,12056-PIGE-INDUC-COK-RAPIDO-SLIM,09-02-2021 13:52:15,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19513,Stock added for grn GRN19513,akshayjoshi5423@gmail.com
807,Glima-Oximeter,09-02-2021 13:53:33,Add Stock,All defective,,7,255,262,0,0,GRN,GRN19514,Stock added for grn GRN19514,akshayjoshi5423@gmail.com
808,Glima-Oximeter,09-02-2021 13:55:14,Stock Blocked,All defective,,7,262,262,0,0,Order,Offline Sale00003552,Stock blocked for new order Offline Sale00003552,akshayjoshi5423@gmail.com
809,1241,09-02-2021 14:00:39,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19515,Stock added for grn GRN19515,akshayjoshi5423@gmail.com
810,BAJ-MIX-GRD-REX-500W,09-02-2021 14:01:52,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,31,31,Order,OD120973396201531000/12097339620153100,Stock blocked for new order OD120973396201531000/12097339620153100,
811,BAJ-MIX-GRD-REX-500W,09-02-2021 14:01:53,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,31,31,Order,OD120973280530821000/12097328053082100,Stock blocked for new order OD120973280530821000/12097328053082100,
812,Real-buds-air-neo-blu-tru-wir-hea-Wht,09-02-2021 14:02:24,Add Stock,All defective,,1,13,14,0,0,GRN,GRN19516,Stock added for grn GRN19516,akshayjoshi5423@gmail.com
813,Glima-Oximeter,09-02-2021 14:03:12,Reduce Stock,All defective,,7,262,255,0,0,Order,Offline Sale00003552,Stock reduced for shipped order Offline Sale00003552,akshayjoshi5423@gmail.com
814,Pana-MX-AC300S-3jar-MG-Grey,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
815,X001A92FBP,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
816,10206,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
817,BAJ-MIX-GRD-REX-500W,09-02-2021 14:19:06,Stock Blocked,All defective,,1,6,6,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
818,5vnu44rhk2,09-02-2021 14:19:06,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
819,SYS-HT-700-blk-red,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
820,12056-PIGE-INDUC-COK-RAPIDO-SLIM,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
821,Real-buds-air-neo-blu-tru-wir-hea-Wht,09-02-2021 14:19:06,Stock Blocked,All defective,,1,14,14,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
822,41949,09-02-2021 14:19:06,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
823,Baj-410502-twi-mix-wht-grn,09-02-2021 14:19:06,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
824,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 14:19:06,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
825,Sys-HT800-Blk,09-02-2021 14:19:06,Stock Blocked,All defective,,1,18,18,0,0,Order,Offline Sale00003553,Stock blocked for new order Offline Sale00003553,akshayjoshi5423@gmail.com
826,Sys-HT800-Blk,09-02-2021 14:19:49,Reduce Stock,All defective,,1,18,17,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
827,Real-buds-air-neo-blu-tru-wir-hea-Wht,09-02-2021 14:19:49,Reduce Stock,All defective,,1,14,13,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
828,41949,09-02-2021 14:19:49,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
829,SYS-HT-700-blk-red,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
830,BAJ-MIX-GRD-REX-500W,09-02-2021 14:19:49,Reduce Stock,All defective,,1,6,5,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
831,Baj-410502-twi-mix-wht-grn,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
832,10206,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
833,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 14:19:49,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
834,Pana-MX-AC300S-3jar-MG-Grey,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
835,12056-PIGE-INDUC-COK-RAPIDO-SLIM,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
836,X001A92FBP,09-02-2021 14:19:49,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
837,5vnu44rhk2,09-02-2021 14:19:49,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003553,Stock reduced for shipped order Offline Sale00003553,akshayjoshi5423@gmail.com
838,BAJ-MIX-GRD-REX-500W,09-02-2021 14:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,31,31,Order,OD120973499435960000/12097349943596000,Stock blocked for new order OD120973499435960000/12097349943596000,
839,08466-424,09-02-2021 17:45:40,Reduce Stock,Flipkart_smart fullfilment,,1,7,6,2,2,Order,OD120870325963304000/12087032596330401,Stock reduced for shipped order OD120870325963304000/12087032596330401,
840,08466-424,09-02-2021 17:45:40,Reduce Stock,Flipkart_smart fullfilment,,1,6,5,2,2,Order,OD220876538763773000/22087653876377301,Stock reduced for shipped order OD220876538763773000/22087653876377301,
841,Bajaj Platini Coolest Torque PX 97 Air Cooler White 36 L,09-02-2021 17:45:41,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120917303959766000/12091730395976600,Stock reduced for shipped order OD120917303959766000/12091730395976600,
842,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:42,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,31,31,Order,OD120946331698112000/12094633169811200,Stock reduced for shipped order OD120946331698112000/12094633169811200,
843,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:42,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220966027252807000/22096602725280700,Stock reduced for shipped order OD220966027252807000/22096602725280700,
844,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:45,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120962116736603000/12096211673660300,Stock reduced for shipped order OD120962116736603000/12096211673660300,
845,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:46,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120961393267753000/12096139326775300,Stock reduced for shipped order OD120961393267753000/12096139326775300,
846,05604-024,09-02-2021 17:45:46,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,0,0,Order,OD120965966992115000/12096596699211500,Stock reduced for shipped order OD120965966992115000/12096596699211500,
847,08466-424,09-02-2021 17:45:46,Reduce Stock,Flipkart_smart fullfilment,,1,5,4,2,2,Order,OD120962107955357000/12096210795535700,Stock reduced for shipped order OD120962107955357000/12096210795535700,
848,410167-BAJ-GLO-500W-MIX-GRN,09-02-2021 17:45:47,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,20,20,Order,OD120964493408129000/12096449340812900,Stock reduced for shipped order OD120964493408129000/12096449340812900,
849,410167-BAJ-GLO-500W-MIX-GRN,09-02-2021 17:45:47,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,20,20,Order,OD120964648598673000/12096464859867300,Stock reduced for shipped order OD120964648598673000/12096464859867300,
850,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:47,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120965265766932000/12096526576693200,Stock reduced for shipped order OD120965265766932000/12096526576693200,
851,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:47,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120965380556749000/12096538055674900,Stock reduced for shipped order OD120965380556749000/12096538055674900,
852,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:48,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220965518039000000/22096551803900000,Stock reduced for shipped order OD220965518039000000/22096551803900000,
853,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:50,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120963303291906000/12096330329190600,Stock reduced for shipped order OD120963303291906000/12096330329190600,
854,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:50,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220969651213570000/22096965121357000,Stock reduced for shipped order OD220969651213570000/22096965121357000,
855,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:56,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220963022663552000/22096302266355200,Stock reduced for shipped order OD220963022663552000/22096302266355200,
856,410176-BAJ-GX3-500W-MIX-GRN,09-02-2021 17:45:56,Reduce Stock,Flipkart_smart fullfilment,,1,7,6,4,4,Order,OD220964709842778000/22096470984277800,Stock reduced for shipped order OD220964709842778000/22096470984277800,
857,410176-BAJ-GX3-500W-MIX-GRN,09-02-2021 17:45:56,Reduce Stock,Flipkart_smart fullfilment,,1,6,5,4,4,Order,OD120962985684815000/12096298568481501,Stock reduced for shipped order OD120962985684815000/12096298568481501,
858,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:56,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120963769383344000/12096376938334400,Stock reduced for shipped order OD120963769383344000/12096376938334400,
859,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:56,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120963418947435000/12096341894743500,Stock reduced for shipped order OD120963418947435000/12096341894743500,
860,BAJ-MIX-GRD-REX-500W,09-02-2021 17:45:57,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120963163554538000/12096316355453800,Stock reduced for shipped order OD120963163554538000/12096316355453800,
861,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:11,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120976248682956000/12097624868295600,Stock blocked for new order OD120976248682956000/12097624868295600,
862,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:11,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120975700256386000/12097570025638601,Stock blocked for new order OD120975700256386000/12097570025638601,
863,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120974630751568000/12097463075156800,Stock blocked for new order OD120974630751568000/12097463075156800,
864,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120974592256072000/12097459225607200,Stock blocked for new order OD120974592256072000/12097459225607200,
865,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120974408819409000/12097440881940900,Stock blocked for new order OD120974408819409000/12097440881940900,
866,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120974407950328000/12097440795032800,Stock blocked for new order OD120974407950328000/12097440795032800,
867,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120973927385173000/12097392738517301,Stock blocked for new order OD120973927385173000/12097392738517301,
868,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:12,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220973883307720000/22097388330772000,Stock blocked for new order OD220973883307720000/22097388330772000,
869,BAJ-MIX-GRD-REX-500W,10-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220973842052726000/22097384205272600,Stock blocked for new order OD220973842052726000/22097384205272600,
870,B110(BLACK),10-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,1,1,Order,OD220974734769327000/22097473476932700,Stock blocked for new order OD220974734769327000/22097473476932700,
871,08466-424,10-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,4,4,2,2,Order,OD120912594684013000/12091259468401301,Stock blocked for new order OD120912594684013000/12091259468401301,
872,08466-424,10-02-2021 02:30:14,Stock Blocked,Flipkart_smart fullfilment,,1,4,4,2,2,Order,OD120974054535318000/12097405453531800,Stock blocked for new order OD120974054535318000/12097405453531800,
873,BAJ-MIX-GRD-REX-500W,10-02-2021 03:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220978257546361000/22097825754636100,Stock blocked for new order OD220978257546361000/22097825754636100,
874,BAJ-MIX-GRD-REX-500W,10-02-2021 04:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120978406308504000/12097840630850400,Stock blocked for new order OD120978406308504000/12097840630850400,
875,BAJ-MIX-GRD-REX-500W,10-02-2021 04:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120978338500969000/12097833850096900,Stock blocked for new order OD120978338500969000/12097833850096900,
876,BAJ-MIX-GRD-REX-500W,10-02-2021 04:45:30,Stock Un-blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120974592256072000/12097459225607200,Stock un-blocked for order OD120974592256072000/12097459225607200,
877,Baj-Mixer-GX8-DLX-750W,10-02-2021 07:02:30,Add Stock,All defective,,16,0,16,0,0,GRN,GRN19518,Stock added for grn GRN19518,akshayjoshi5423@gmail.com
878,Baj-Mixer-GX8-DLX-750W,10-02-2021 07:03:33,Stock Blocked,All defective,,16,16,16,0,0,Order,Offline Sale00003554,Stock blocked for new order Offline Sale00003554,akshayjoshi5423@gmail.com
879,Baj-Mixer-GX8-DLX-750W,10-02-2021 07:04:18,Reduce Stock,All defective,,16,16,0,0,0,Order,Offline Sale00003554,Stock reduced for shipped order Offline Sale00003554,akshayjoshi5423@gmail.com
880,BAJ-MIX-GRD-REX-500W,10-02-2021 09:00:08,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220980049302977000/22098004930297700,Stock blocked for new order OD220980049302977000/22098004930297700,
881,BAJ-MIX-GRD-REX-500W,10-02-2021 09:00:08,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120979509956365000/12097950995636500,Stock blocked for new order OD120979509956365000/12097950995636500,
882,BAJ-MIX-GRD-REX-500W,10-02-2021 09:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120980347765963000/12098034776596301,Stock blocked for new order OD120980347765963000/12098034776596301,
883,BAJ-MIX-GRD-REX-500W,10-02-2021 09:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120980247264623000/12098024726462301,Stock blocked for new order OD120980247264623000/12098024726462301,
884,40205,10-02-2021 11:07:06,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19519,Stock added for grn GRN19519,akshayjoshi5423@gmail.com
885,08466-424,10-02-2021 11:21:29,Add Stock,All defective,,1,1297,1298,0,0,GRN,GRN19520,Stock added for grn GRN19520,akshayjoshi5423@gmail.com
886,Pana-SR-WA10-2.7,10-02-2021 11:29:38,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19521,Stock added for grn GRN19521,akshayjoshi5423@gmail.com
887,Wond Nutri 400 3 Jars Red,10-02-2021 11:29:38,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19521,Stock added for grn GRN19521,akshayjoshi5423@gmail.com
888,Sujata Supermix,10-02-2021 11:29:38,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19521,Stock added for grn GRN19521,akshayjoshi5423@gmail.com
889,1043,10-02-2021 11:29:38,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19521,Stock added for grn GRN19521,akshayjoshi5423@gmail.com
890,41588,10-02-2021 11:29:38,Add Stock,All defective,,1,3,4,0,0,GRN,GRN19521,Stock added for grn GRN19521,akshayjoshi5423@gmail.com
891,BAJ-MIX-GRD-REX-500W,10-02-2021 11:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120981050386253000/12098105038625300,Stock blocked for new order OD120981050386253000/12098105038625300,
892,BAJ-MIX-GRD-REX-500W,10-02-2021 11:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120920077426772000/12092007742677201,Stock blocked for new order OD120920077426772000/12092007742677201,
893,Usha-Goa-1200-Hea-Weg-1-8-Red,10-02-2021 11:48:15,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
894,RF-WSYP-S4UA,10-02-2021 11:48:15,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
895,41587,10-02-2021 11:48:15,Add Stock,All defective,,1,4,5,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
896,Maha-Wht-Jmg-Oda-Plus-Mix-450,10-02-2021 11:48:15,Add Stock,All defective,,5,9,14,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
897,Eureak-Fob-Amaze-7L-Water-Purifier,10-02-2021 11:48:15,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
898,41935,10-02-2021 11:48:15,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
899,41949,10-02-2021 11:48:15,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
900,Mic-X421-DS-Blu,10-02-2021 11:48:15,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
901,41588,10-02-2021 11:48:15,Add Stock,All defective,,1,4,5,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
902,UI-K2A1-GKRP,10-02-2021 11:48:16,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
903,BAJ-MIX-GRD-REX-500W,10-02-2021 11:48:16,Add Stock,All defective,,1,5,6,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
904,30747,10-02-2021 11:48:16,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
905,Eureak-Fob-Amaze-7L-Water-Purifier,10-02-2021 11:48:16,Add Stock,All defective,,3,2,5,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
906,05560-3824,10-02-2021 11:48:16,Add Stock,All defective,,2,1,3,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
907,41467,10-02-2021 11:48:16,Add Stock,All defective,,1,2,3,0,0,GRN,GRN19522,Stock added for grn GRN19522,akshayjoshi5423@gmail.com
